Lawyer ID,Entity Type,Company Name,Attorney Name,Primary Email,Phone,Location,Practice Area,Website,Total Emails,Verified Emails,Completeness Score,Quality Score,Last Updated
7321,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Mesa, Arizona",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:23.206443+00:00
7320,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Mesa, Arizona",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:32:24.972308+00:00
7319,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Mesa, Arizona",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:24.609572+00:00
7318,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Mesa, Arizona",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:26.019777+00:00
7317,law_firm,SG Law,N/A,ContactUs,+14807021211,"Mesa, Arizona",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:25.684057+00:00
7316,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Mesa, Arizona",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:26.951056+00:00
7315,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Mesa, Arizona",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:32:26.723882+00:00
7314,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Mesa, Arizona",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:28.082239+00:00
7313,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Mesa, Arizona",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:27.500836+00:00
7312,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Mesa, Arizona",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:32:29.901279+00:00
7311,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Mesa, Arizona",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:32:29.719699+00:00
7310,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Mesa, Arizona",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:29.103960+00:00
7309,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Mesa, Arizona",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:32:30.918640+00:00
7308,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Mesa, Arizona",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:30.551753+00:00
7307,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Mesa, Arizona",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:32:32.310185+00:00
7306,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Mesa, Arizona",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:32:31.951627+00:00
7305,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Phoenix, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:32:32.813378+00:00
7304,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Phoenix, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:32:34.357899+00:00
7303,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Phoenix, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:32:33.817426+00:00
7302,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Phoenix, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:32:34.605560+00:00
7301,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Phoenix, Arizona",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:35.386025+00:00
7300,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Phoenix, Arizona",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:32:35.464463+00:00
7299,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Phoenix, Arizona",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:37.305676+00:00
7298,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Phoenix, Arizona",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:37.175794+00:00
7297,law_firm,SG Law,N/A,ContactUs,+14807021211,"Phoenix, Arizona",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:38.112940+00:00
7296,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Phoenix, Arizona",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:37.286091+00:00
7295,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Phoenix, Arizona",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:32:39.063417+00:00
7294,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Phoenix, Arizona",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:38.845800+00:00
7293,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Phoenix, Arizona",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:32:39.272794+00:00
7292,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Phoenix, Arizona",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:32:40.779357+00:00
7291,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Phoenix, Arizona",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:32:40.993762+00:00
7290,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Phoenix, Arizona",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:20.827044+00:00
7289,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Phoenix, Arizona",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:22.310065+00:00
7288,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Phoenix, Arizona",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:20.811106+00:00
7287,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Phoenix, Arizona",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:33:22.844288+00:00
7286,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Phoenix, Arizona",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:33:23.735386+00:00
7285,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Tucson, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:25.878183+00:00
7284,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Tucson, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:24.809241+00:00
7283,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Tucson, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:24.889110+00:00
7282,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Tucson, Arizona",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:26.625352+00:00
7281,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Tucson, Arizona",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:27.814442+00:00
7280,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Tucson, Arizona",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:26.951933+00:00
7279,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Tucson, Arizona",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:27.500909+00:00
7278,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Tucson, Arizona",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:29.425565+00:00
7277,law_firm,SG Law,N/A,ContactUs,+14807021211,"Tucson, Arizona",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:28.646252+00:00
7276,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Tucson, Arizona",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:29.290367+00:00
7275,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Tucson, Arizona",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:33:29.885037+00:00
7274,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Tucson, Arizona",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:30.964324+00:00
7273,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Tucson, Arizona",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:30.637621+00:00
7272,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Tucson, Arizona",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:33:31.045357+00:00
7271,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Tucson, Arizona",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:33.124083+00:00
7270,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Tucson, Arizona",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:32.494286+00:00
7269,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Tucson, Arizona",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:33.594580+00:00
7268,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Tucson, Arizona",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:33.263698+00:00
7267,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Tucson, Arizona",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:33:34.632368+00:00
7266,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Tucson, Arizona",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:33:36.236457+00:00
7265,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Fresno, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:36.296462+00:00
7264,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Fresno, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:36.162897+00:00
7263,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Fresno, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:36.290456+00:00
7262,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Fresno, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:39.106547+00:00
7261,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Fresno, California",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:38.696252+00:00
7260,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Fresno, California",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:38.493402+00:00
7259,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Fresno, California",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:38.952892+00:00
7258,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Fresno, California",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:41.356766+00:00
7257,law_firm,SG Law,N/A,ContactUs,+14807021211,"Fresno, California",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:41.700671+00:00
7256,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Fresno, California",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:41.918007+00:00
7255,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Fresno, California",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:33:41.347852+00:00
7254,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Fresno, California",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:43.594618+00:00
7253,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Fresno, California",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:42.613145+00:00
7252,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Fresno, California",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:33:43.755373+00:00
7251,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Fresno, California",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:44.553517+00:00
7250,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Fresno, California",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:45.691323+00:00
7249,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Fresno, California",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:46.242488+00:00
7248,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Fresno, California",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:45.932928+00:00
7247,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Fresno, California",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:33:46.630334+00:00
7246,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Fresno, California",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:33:48.175719+00:00
7245,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Long Beach, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:48.000459+00:00
7244,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Long Beach, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:49.222697+00:00
7243,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Long Beach, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:49.254059+00:00
7242,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Long Beach, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:50.716831+00:00
7241,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Long Beach, California",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:49.406106+00:00
7240,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Long Beach, California",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:51.547239+00:00
7239,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Long Beach, California",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:51.418187+00:00
7238,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Long Beach, California",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:51.047672+00:00
7237,law_firm,SG Law,N/A,ContactUs,+14807021211,"Long Beach, California",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:52.020912+00:00
7236,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Long Beach, California",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:52.923855+00:00
7235,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Long Beach, California",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:33:53.531063+00:00
7234,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Long Beach, California",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:53.579509+00:00
7233,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Long Beach, California",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:53.312806+00:00
7232,law_firm,Ramos Law,N/A,ContactUs,+13034816163,"Long Beach, California",Personal Injury,https://www.ramoslaw.com/findlaw/,1,1,68.33333333333334,75.0,2025-10-24T07:33:55.345405+00:00
7231,law_firm,Shapiro Law Team,N/A,ContactUs,+14803005405,"Long Beach, California",Personal Injury,https://www.shapirolawaz.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:56.234184+00:00
7230,law_firm,Thompson Law,N/A,ContactUs,+18444722910,"Long Beach, California",Personal Injury,https://1800lionlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:56.119731+00:00
7229,law_firm,Ciccarelli Law Offices,N/A,ContactUs,+16104728933,"Long Beach, California",Personal Injury,http://www.pajusticeattorneys.com/,1,1,68.33333333333334,75.0,2025-10-24T07:33:56.175777+00:00
7228,law_firm,"The Valley Law Group, LLC",N/A,ContactUs,+14808679002,"Long Beach, California",Personal Injury,https://thevalleylawgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:33:57.566612+00:00
7227,law_firm,The Valley Law Group,N/A,ContactUs,+14808679002,"Long Beach, California",Personal Injury,https://thevalleylawgroup.com/practice-areas/personal-injury-law/?adSubId=4228834,1,1,68.33333333333334,75.0,2025-10-24T07:33:59.385935+00:00
7226,law_firm,Genesis Injury & Accident Lawyers,N/A,ContactUs,+16028998139,"Long Beach, California",Personal Injury,https://theazaccidentinjuryattorney.com/?adSubId=4054322,1,1,68.33333333333334,75.0,2025-10-24T07:33:58.683742+00:00
7225,law_firm,"Gallagher & Kennedy, P.A.",N/A,N/A,N/A,"Los Angeles, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:33:58.656591+00:00
7224,law_firm,Lazzara Law Firm,N/A,N/A,N/A,"Los Angeles, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:34:00.191040+00:00
7223,law_firm,"Resnick & Louis, P.C.",N/A,N/A,N/A,"Los Angeles, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:34:02.037009+00:00
7222,law_firm,"Perez Law Group, PLLC",N/A,N/A,N/A,"Los Angeles, California",Personal Injury,N/A,0,0,33.33333333333333,50.0,2025-10-24T07:34:01.445471+00:00
7221,law_firm,Hirsch & Lyon Accident Law PLLC,N/A,ContactUs,+16022647700,"Los Angeles, California",Personal Injury,https://www.hirschandlyonaccidentlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:01.509803+00:00
7220,law_firm,"Tawney, Acosta & Chaparro P.C.",N/A,ContactUs,+19152436200,"Los Angeles, California",Personal Injury,https://ftalawfirm.com/,1,1,68.33333333333334,75.0,2025-10-24T07:34:01.822013+00:00
7219,law_firm,"The McClellan Law Firm, PLC",N/A,ContactUs,+16029222529,"Los Angeles, California",Personal Injury,https://www.mcclellanlawaz.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:03.389373+00:00
7218,law_firm,Genesis Legal Group,N/A,ContactUs,+16028998139,"Los Angeles, California",Personal Injury,https://genesislegalgroup.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:03.359401+00:00
7217,law_firm,SG Law,N/A,ContactUs,+14807021211,"Los Angeles, California",Personal Injury,http://www.sgazlaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:04.481838+00:00
7216,law_firm,"Downing, Allison & Jorgenson National Vaccine Injury
                    Lawyers",N/A,ContactUs,+18887474529,"Los Angeles, California",Personal Injury,https://www.nationalvaccineinjurylawyer.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:05.134606+00:00
7215,law_firm,Ffox Law,N/A,ContactUs,+16029225490,"Los Angeles, California",Personal Injury,N/A,1,1,56.666666666666664,75.0,2025-10-24T07:34:06.310710+00:00
7214,law_firm,Phillips Law Group,N/A,ContactUs,+16022222222,"Los Angeles, California",Personal Injury,https://www.phillipslaw.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:06.289949+00:00
7213,law_firm,Allen Law Firm,N/A,ContactUs,+18557190076,"Los Angeles, California",Personal Injury,https://goodazlawyers.com,1,1,68.33333333333334,75.0,2025-10-24T07:34:07.474235+00:00
